fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.428675219177636,0.614296805289045,0.4779876109122526,3.8569228226567644,0.09211281810113639,35.08814038169485,11.223437134610428,0.9953324047487365,3.3637278020207653,0.8735427951790506,10.978057382170102,6
7.090792337907087,0.6235998336436059,0.0,2.1095629075375624,0.014676523273527003,2.441145986310211,73.88166946409143,0.997915923412257,3.333653569437269,0.3570262365688418,10.322229454071415,7
7.302841064743379,0.35398930393316863,0.41194384033084497,5.37439625723769,0.11742246851016347,11.982024999847532,69.75274573433637,0.9947844627891689,3.153269127226223,0.7079924036792206,11.391994302413517,7
7.964190116315155,0.40716962102853893,0.5357322908789601,2.0033240703777304,0.09128622936045709,9.98444227025082,6.0,0.9970250926636721,3.3660205656360858,0.6466760694790642,9.474367692781495,7
7.009631239745299,0.4081707410503379,0.5659015953066795,2.6530768068772725,0.11202582246606868,19.788245841118894,62.339489910059136,0.9925569610372662,3.2045537122303975,0.4450722473246957,9.909646910524026,5
8.356879910686915,0.4650833758280855,0.3688721479181726,4.314157900481769,0.033225115579706414,19.14746733374273,57.53005383383433,0.9989291352734577,3.3579620810328663,0.9328290004281123,8.4,5
7.2429088891391356,0.6270054533258722,0.06909440702865952,3.292995039182872,0.09859437220579464,9.77848059215704,74.05234195759505,0.9967016636138573,3.317475027532686,0.33,9.728498301947328,5
9.49233421022668,0.5833132648515825,0.38969635966603156,1.2,0.1480612993008729,8.949667707984556,51.98712578177064,0.9936700464313687,3.476953948069356,0.6786133075167781,11.396790196613516,7
10.052806953779692,0.5975390522882893,0.10484205250897585,2.507890162415594,0.04655615919828985,5.426945743106652,93.44290906376094,0.997894633197603,3.2212950882437332,0.7478385216100307,10.449665479771227,7
8.484522549248346,0.7737234456268742,0.20483661843023573,3.7067506585210808,0.0452707817485713,1.0,42.33285699763753,0.9998010892633061,3.287000603785932,0.49223967667852986,9.411407321519503,7
9.086464770147876,0.6540003678484934,0.3427856098385156,1.2,0.12046200093571145,2.269272397906269,37.548094322770915,0.9949398201172718,3.432940238482775,0.7051342500422477,11.929527238711914,4
11.900355114364014,0.5044757075007043,0.11709572414243957,3.550969913180581,0.04145460057773359,25.001133984438432,14.429380127031045,0.9963005973103967,3.273650213980755,0.6198380337412173,10.548206323828976,7
6.306574463335764,0.3169006683105501,0.05218394172362098,3.0462155160188344,0.07603565279160834,31.279397079283083,15.773311245947514,0.9957218345969147,3.3066849735639225,0.8259683834842682,12.21231316790979,7
